 0.9999982 0.09398034 -0. -0.
 0.8864864 0.114547476 -0. 0.
 0.8864864 0.11454861 0. 0.
 0.7797284 0.099562764 -0. 0.
 0.7797284 0.09956366 0. 0.
 0.6797482 0.08571914 -0. 0.
 0.6797482 0.085719824 0. 0.
 0.5865507 0.07036623 -0. 0.
 0.5865507 0.07036647 0. 0.
 0.2226226 -0.061608493 0. 0.
 0.1704176 -0.1111725 0. 0.
 0.2817198 -0.027979106 0. 0.
 0.3476926 0.00069364905 0. 0.
 0.4205076 0.028324753 0. 0.
 0.5001341 0.051838785 0. 0.
 0.1251464 -0.18133414 0. 0.
 0. -1.3970563 0. 0.
 0.5001341 0.051838696 -0. 0.
 0.0867324 -0.26320004 0. 0.
 0.00351411 -1.310569 -0. 0.
 0.00351411 -1.3104908 0. 0.
 0.4205076 0.028323442 -0. 0.
 0.0551712 -0.38199645 0. -0.
 0.0134659 -0.87855273 0. 0.
 0.0134659 -0.8788251 -0. 0.
 0.3476926 0.00068992376 -0. 0.
 0.0306641 -0.5874974 0. -0.
 0.0306641 -0.5876203 -0. -0.
 0.0551712 -0.38201487 -0. -0.
 0.2817198 -0.027985781 -0. 0.
 0.0867324 -0.26317 -0. 0.
 0.2226226 -0.06161341 -0. 0.
 0.1251464 -0.18131864 -0. 0.
 0.1704176 -0.11116925 -0. 0.
